Version,File Name,LOC,LOC_touched,NR,NFix,NAuth,LOC_added,MAX_LOC_added,AVG_LOC_added,Churn,MAX_Churn,AVG_Churn,Age,Buggy
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryArithmeticFunction.java,184,184,1,0,1,184,184,184,184,184,184,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/BinaryExprFunction.java,51,51,1,0,1,51,51,51,51,51,51,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ExprFunction.java,25,25,1,0,1,25,25,25,25,25,25,104,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/InterpretSelectorParserVisitor.java,180,180,1,0,1,180,180,180,180,180,180,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/LogicalComparisonFunction.java,64,64,1,0,1,64,64,64,64,64,64,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/MyNode.java,101,101,1,0,1,101,101,101,101,101,101,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java,512,512,1,0,1,512,512,512,512,512,512,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java,187,187,1,0,1,187,187,187,187,187,187,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvalState.java,56,56,1,0,1,56,56,56,56,56,56,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvaluationException.java,39,39,1,0,1,39,39,39,39,39,39,104,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java,261,261,1,0,1,261,261,261,261,261,261,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryArithmeticFunction.java,73,73,1,0,1,73,73,73,73,73,73,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryExprFunction.java,65,65,1,0,1,65,65,65,65,65,65,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java,329,329,1,0,1,329,329,329,329,329,329,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionFactoryImpl.java,64,64,1,0,1,64,64,64,64,64,64,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java,164,164,1,0,1,164,164,164,164,164,164,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java,624,628,2,0,2,626,621,313,624,621,312,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/MessageConsumerImpl.java,74,74,1,0,1,74,74,74,74,74,74,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/MessageProducerImpl.java,117,117,1,0,1,117,117,117,117,117,117,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/QueueSessionImpl.java,84,84,1,0,1,84,84,84,84,84,84,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicPublisherImpl.java,226,228,2,1,2,227,226,113,226,226,113,7,YES
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicSessionImpl.java,76,76,1,0,1,76,76,76,76,76,76,7,NO
4,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicSubscriberImpl.java,323,323,1,0,1,323,323,323,323,323,323,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/AutoFailTestSupport.java,153,153,1,0,1,153,153,153,153,153,153,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/CombinationTestSupport.java,250,250,1,0,1,250,250,250,250,250,250,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/ConnectionCleanupTest.java,73,73,1,0,1,73,73,73,73,73,73,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/ConsumerReceiveWithTimeoutTest.java,84,84,1,0,1,84,84,84,84,84,84,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/ExpiryHogTest.java,61,61,1,0,1,61,61,61,61,61,61,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JMSConsumerTest.java,936,936,1,0,1,936,936,936,936,936,936,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JMSDurableTopicRedeliverTest.java,76,76,1,0,1,76,76,76,76,76,76,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JMSIndividualAckTest.java,165,165,1,0,1,165,165,165,165,165,165,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JMSMessageTest.java,504,504,1,0,1,504,504,504,504,504,504,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JMSUsecaseTest.java,109,109,1,0,1,109,109,109,109,109,109,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsAutoAckListenerTest.java,77,77,1,0,1,77,77,77,77,77,77,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsAutoAckTest.java,75,75,1,0,1,75,75,75,75,75,75,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsBenchmark.java,204,204,1,0,1,204,204,204,204,204,204,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsClientAckListenerTest.java,127,127,1,0,1,127,127,127,127,127,127,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsClientAckTest.java,148,148,1,0,1,148,148,148,148,148,148,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsConnectionStartStopTest.java,169,169,1,0,1,169,169,169,169,169,169,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsConsumerResetActiveListenerTest.java,157,157,1,0,1,157,157,157,157,157,157,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsCreateConsumerInOnMessageTest.java,96,96,1,0,1,96,96,96,96,96,96,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsDurableTopicSelectorTest.java,26,26,1,0,1,26,26,26,26,26,26,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsDurableTopicSendReceiveTest.java,87,87,1,0,1,87,87,87,87,87,87,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsDurableTopicTransactionTest.java,38,38,1,0,1,38,38,38,38,38,38,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsMultipleClientsTestSupport.java,281,281,1,0,1,281,281,281,281,281,281,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsRedeliveredTest.java,380,380,1,0,1,380,380,380,380,380,380,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsRollbackRedeliveryTest.java,339,339,1,0,1,339,339,339,339,339,339,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsSendReceiveTestSupport.java,234,234,1,0,1,234,234,234,234,234,234,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsSendReceiveWithMessageExpirationTest.java,239,239,1,0,1,239,239,239,239,239,239,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsSendWithAsyncCallbackTest.java,107,107,1,0,1,107,107,107,107,107,107,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTestSupport.java,174,174,1,0,1,174,174,174,174,174,174,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicCompositeSendReceiveTest.java,101,101,1,0,1,101,101,101,101,101,101,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicRedeliverTest.java,176,176,1,0,1,176,176,176,176,176,176,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSelectorTest.java,212,212,1,0,1,212,212,212,212,212,212,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveSubscriberTest.java,33,33,1,0,1,33,33,33,33,33,33,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveTest.java,95,95,1,0,1,95,95,95,95,95,95,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveWithTwoConnectionsTest.java,116,116,1,0,1,116,116,116,116,116,116,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendReceiveWithTwoConnectionsWithJMXTest.java,28,28,1,0,1,28,28,28,28,28,28,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicSendSameMessageTest.java,46,46,1,0,1,46,46,46,46,46,46,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTopicTransactionTest.java,36,36,1,0,1,36,36,36,36,36,36,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/JmsTransactionTestSupport.java,692,692,1,0,1,692,692,692,692,692,692,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/LoadTestBurnIn.java,164,164,1,0,1,164,164,164,164,164,164,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/MessageListenerRedeliveryTest.java,193,193,1,0,1,193,193,193,193,193,193,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/RedeliveryPolicyTest.java,145,145,1,0,1,145,145,145,145,145,145,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/TestSupport.java,151,151,1,0,1,151,151,151,151,151,151,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/TimeStampTest.java,91,91,1,0,1,91,91,91,91,91,91,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/demo/SimpleConsumer.java,129,129,1,0,1,129,129,129,129,129,129,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/demo/SimpleProducer.java,138,138,1,0,1,138,138,138,138,138,138,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadClient.java,222,222,1,0,1,222,222,222,222,222,222,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadController.java,98,98,1,0,1,98,98,98,98,98,98,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/load/LoadTest.java,127,127,1,0,1,127,127,127,127,127,127,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/ConnectionChurnTest.java,77,79,2,0,2,78,77,39,77,77,38,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/InactiveDurableTopicTest.java,171,171,1,0,1,171,171,171,171,171,171,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/NetworkedSyncTest.java,212,212,1,0,1,212,212,212,212,212,212,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/NumberOfDestinationsTest.java,88,88,1,0,1,88,88,88,88,88,88,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/PerfConsumer.java,139,139,1,0,1,139,139,139,139,139,139,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/PerfProducer.java,125,125,1,0,1,125,125,125,125,125,125,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/PerfRate.java,78,78,1,0,1,78,78,78,78,78,78,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleDurableTopicNetworkTest.java,50,50,1,0,1,50,50,50,50,50,50,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleDurableTopicTest.java,63,63,1,0,1,63,63,63,63,63,63,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleNetworkTest.java,79,79,1,0,1,79,79,79,79,79,79,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleNonPersistentTopicTest.java,37,37,1,0,1,37,37,37,37,37,37,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SimpleTopicTest.java,181,181,1,0,1,181,181,181,181,181,181,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SlowConsumer.java,47,47,1,0,1,47,47,47,47,47,47,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SlowConsumerTopicTest.java,56,56,1,0,1,56,56,56,56,56,56,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/perf/SlowDurableConsumerTopicTest.java,38,38,1,0,1,38,38,38,38,38,38,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsResourceProvider.java,237,237,1,0,1,237,237,237,237,237,237,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsSendReceiveTestSupport.java,273,273,1,0,1,273,273,273,273,273,273,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveTest.java,116,116,1,0,1,116,116,116,116,116,116,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveWithTwoConnectionsAndByteSelectorTest.java,35,35,1,0,1,35,35,35,35,35,35,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/test/JmsTopicSendReceiveWithTwoConnectionsTest.java,129,129,1,0,1,129,129,129,129,129,129,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/test/TestSupport.java,261,261,1,0,1,261,261,261,261,261,261,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/test/rollback/DelegatingTransactionalMessageListener.java,71,71,1,0,1,71,71,71,71,71,71,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ChangeSentMessageTest.java,62,62,1,0,1,62,62,62,62,62,62,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ChangeSessionDeliveryModeTest.java,72,72,1,0,1,72,72,72,72,72,72,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/CompositeConsumeTest.java,73,73,1,0,1,73,73,73,73,73,73,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/CompositePublishTest.java,145,145,2,0,2,145,143,72,145,143,72,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ConcurrentProducerDurableConsumerTest.java,413,413,1,0,1,413,413,413,413,413,413,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DiscriminatingConsumerLoadTest.java,322,322,1,0,1,322,322,322,322,322,322,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DispatchMultipleConsumersTest.java,214,214,1,0,1,214,214,214,214,214,214,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableConsumerCloseAndReconnectTest.java,192,192,1,0,1,192,192,192,192,192,192,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubProcessTest.java,628,628,1,0,1,628,628,628,628,628,628,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubSelectorDelayTest.java,256,256,1,0,1,256,256,256,256,256,256,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/DurableSubscriptionHangTestCase.java,119,119,1,0,1,119,119,119,119,119,119,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/MyObject.java,73,73,1,0,1,73,73,73,73,73,73,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/NonBlockingConsumerRedeliveryTest.java,340,340,1,0,1,340,340,340,340,340,340,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ObjectMessageNotSerializableTest.java,241,241,1,0,1,241,241,241,241,241,241,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/ProducerConsumerTestSupport.java,54,54,1,0,1,54,54,54,54,54,54,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/PublishOnDurableTopicConsumedMessageTest.java,27,27,1,0,1,27,27,27,27,27,27,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/PublishOnTopicConsumedMessageTest.java,66,66,1,0,1,66,66,66,66,66,66,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/SubscribeClosePublishThenConsumeTest.java,107,107,1,0,1,107,107,107,107,107,107,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TestSupport.java,157,157,1,0,1,157,157,157,157,157,157,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TopicRedeliverTest.java,300,300,1,0,1,300,300,300,300,300,300,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TransactionRollbackOrderTest.java,161,161,1,0,1,161,161,161,161,161,161,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/usecases/TransactionTest.java,120,120,1,0,1,120,120,120,120,120,120,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/util/ConsumerThread.java,86,86,1,0,1,86,86,86,86,86,86,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/util/DefaultTestAppender.java,82,82,1,0,1,82,82,82,82,82,82,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/util/IdGenerator.java,29,29,1,0,1,29,29,29,29,29,29,104,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/util/MessageIdList.java,267,267,1,0,1,267,267,267,267,267,267,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/util/ProducerThread.java,87,87,1,0,1,87,87,87,87,87,87,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/util/SimplePojo.java,77,77,1,0,1,77,77,77,77,77,77,7,NO
4,hedwig-client-jms/src/test/java/org/apache/activemq/util/Wait.java,40,40,1,0,1,40,40,40,40,40,40,7,NO
4,hedwig-client-jms/src/test/java/org/apache/hedwig/JmsTestBase.java,95,95,1,0,1,95,95,95,95,95,95,7,NO
4,hedwig-client-jms/src/test/java/org/apache/hedwig/jms/BasicJMSTest.java,337,337,1,0,1,337,337,337,337,337,337,7,NO
4,hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/BasicSelectorGrammarTest.java,376,376,1,0,1,376,376,376,376,376,376,7,NO
4,hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/activemq/SelectorParserTest.java,46,46,1,0,1,46,46,46,46,46,46,7,NO
4,hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/activemq/SelectorTest.java,399,399,1,0,1,399,399,399,399,399,399,7,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,72,0,0,0,0,0,0,0,0,0,0,70,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,42,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,48,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,89,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,380,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,141,5,1,0,1,4,4,4,3,3,3,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,148,10,1,0,1,8,8,8,6,6,6,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,191,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,46,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,165,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,171,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,56,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,179,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,74,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,36,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,37,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java,34,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,34,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,38,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,39,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java,156,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java,84,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,117,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,94,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,71,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,183,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,85,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java,183,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,70,0,0,0,0,0,0,0,0,0,0,29,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java,54,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java,160,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,125,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,151,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,422,1,1,0,1,1,1,1,1,1,1,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java,221,2,1,1,1,2,2,2,2,2,2,26,YES
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java,50,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java,42,0,0,0,0,0,0,0,0,0,0,34,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java,624,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java,377,0,0,0,0,0,0,0,0,0,0,15,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java,383,0,0,0,0,0,0,0,0,0,0,15,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java,72,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,92,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java,282,4,1,0,1,1,1,1,-2,-2,-2,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java,371,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java,47,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java,108,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java,111,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java,319,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java,129,0,0,0,0,0,0,0,0,0,0,20,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java,49,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java,358,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java,277,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java,49,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java,89,0,0,0,0,0,0,0,0,0,0,26,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,41,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,66,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,63,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java,24,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java,50,0,0,0,0,0,0,0,0,0,0,30,NO
4,hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java,72,0,0,0,0,0,0,0,0,0,0,30,NO
4,hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java,47,0,0,0,0,0,0,0,0,0,0,30,NO
4,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,47,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,183,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,49,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,50,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,98,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,143,0,0,0,0,0,0,0,0,0,0,104,NO
4,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,43,0,0,0,0,0,0,0,0,0,0,104,NO
