DataSet,"#TrainingRelease",%training,%Defective training,%Defective testing,Classifier,Balancing,Feature Selection,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
ZOOKEEPER,7,36.84,12.10,8.36,Naive Bayes,No sampling,Best First,10.0,39.0,279.0,19.0,0.20408163265306123,0.3448275862068966,0.6274127087399697,0.16917107001320997
ZOOKEEPER,7,36.84,12.10,8.36,Naive Bayes,Oversampling,No selection,10.0,37.0,281.0,19.0,0.2127659574468085,0.3448275862068966,0.6738776837996097,0.17821195973949036
ZOOKEEPER,7,36.84,12.10,8.36,Naive Bayes,Oversampling,Best First,13.0,59.0,259.0,16.0,0.18055555555555555,0.4482758620689655,0.6274669269139015,0.1569758025331215
ZOOKEEPER,7,36.84,12.10,8.36,Naive Bayes,Undersampling,No selection,9.0,34.0,284.0,20.0,0.20930232558139536,0.3103448275862069,0.687540663630449,0.16682970208981798
ZOOKEEPER,7,36.84,12.10,8.36,Naive Bayes,Undersampling,Best First,13.0,60.0,258.0,16.0,0.1780821917808219,0.4482758620689655,0.6285512903925395,0.1536585365853662
ZOOKEEPER,7,36.84,12.10,8.36,Naive Bayes,Smote,No selection,10.0,27.0,291.0,19.0,0.2702702702702703,0.3448275862068966,0.7327586206896551,0.23096935825785309
ZOOKEEPER,7,36.84,12.10,8.36,Naive Bayes,Smote,Best First,12.0,51.0,267.0,17.0,0.19047619047619047,0.41379310344827586,0.6276295814356972,0.1653342766183232
ZOOKEEPER,7,36.84,12.10,8.36,IBk,No sampling,No selection,9.0,22.0,296.0,20.0,0.2903225806451613,0.3103448275862069,0.62058121882455,0.23383450741246942
ZOOKEEPER,7,36.84,12.10,8.36,IBk,No sampling,Best First,5.0,25.0,293.0,24.0,0.16666666666666666,0.1724137931034483,0.6467685968336586,0.09235039769390868
ZOOKEEPER,7,36.84,12.10,8.36,IBk,Oversampling,No selection,10.0,35.0,283.0,19.0,0.2222222222222222,0.3448275862068966,0.680275428323574,0.18770591295300865
ZOOKEEPER,7,36.84,12.10,8.36,IBk,Oversampling,Best First,12.0,50.0,268.0,17.0,0.1935483870967742,0.41379310344827586,0.6722511385816525,0.16911475644187143
ZOOKEEPER,7,36.84,12.10,8.36,IBk,Undersampling,No selection,22.0,111.0,207.0,7.0,0.16541353383458646,0.7586206896551724,0.7096074604207331,0.15575257731958778
ZOOKEEPER,7,36.84,12.10,8.36,IBk,Undersampling,Best First,20.0,94.0,224.0,9.0,0.17543859649122806,0.6896551724137931,0.7056495337237042,0.16898788625636488
ZOOKEEPER,7,36.84,12.10,8.36,IBk,Smote,No selection,9.0,22.0,296.0,20.0,0.2903225806451613,0.3103448275862069,0.62058121882455,0.23383450741246942
ZOOKEEPER,7,36.84,12.10,8.36,IBk,Smote,Best First,6.0,25.0,293.0,23.0,0.1935483870967742,0.20689655172413793,0.6562567772717415,0.12438229418567953
ZOOKEEPER,8,42.11,11.46,10.73,Random Forest,No sampling,No selection,15.0,18.0,298.0,23.0,0.45454545454545453,0.39473684210526316,0.8302381745502998,0.35852559002917006
ZOOKEEPER,8,42.11,11.46,10.73,Random Forest,No sampling,Best First,3.0,13.0,303.0,35.0,0.1875,0.07894736842105263,0.6534393737508328,0.050726256983240736
ZOOKEEPER,8,42.11,11.46,10.73,Random Forest,Oversampling,No selection,17.0,43.0,273.0,21.0,0.2833333333333333,0.4473684210526316,0.7691122584943371,0.24810832337714045
ZOOKEEPER,8,42.11,11.46,10.73,Random Forest,Oversampling,Best First,9.0,42.0,274.0,29.0,0.17647058823529413,0.23684210526315788,0.6088441039307129,0.09033659066232351
ZOOKEEPER,8,42.11,11.46,10.73,Random Forest,Undersampling,No selection,24.0,67.0,249.0,14.0,0.26373626373626374,0.631578947368421,0.7538307794803465,0.2600258064516131
ZOOKEEPER,8,42.11,11.46,10.73,Random Forest,Undersampling,Best First,16.0,91.0,225.0,22.0,0.14953271028037382,0.42105263157894735,0.6249583610926049,0.07398490670864404
ZOOKEEPER,8,42.11,11.46,10.73,Random Forest,Smote,No selection,13.0,16.0,300.0,25.0,0.4482758620689655,0.34210526315789475,0.8174966688874084,0.3253695268197454
ZOOKEEPER,8,42.11,11.46,10.73,Random Forest,Smote,Best First,4.0,15.0,301.0,34.0,0.21052631578947367,0.10526315789473684,0.6721768820786143,0.0740898900395004
ZOOKEEPER,8,42.11,11.46,10.73,Naive Bayes,No sampling,No selection,3.0,3.0,313.0,35.0,0.5,0.07894736842105263,0.8224100599600267,0.11031746031746051
ZOOKEEPER,8,42.11,11.46,10.73,Naive Bayes,No sampling,Best First,8.0,8.0,308.0,30.0,0.5,0.21052631578947367,0.7805213191205863,0.248491620111732
ZOOKEEPER,8,42.11,11.46,10.73,Naive Bayes,Oversampling,No selection,10.0,5.0,311.0,28.0,0.6666666666666666,0.2631578947368421,0.8105013324450366,0.3370786516853936
ZOOKEEPER,8,42.11,11.46,10.73,Naive Bayes,Oversampling,Best First,13.0,27.0,289.0,25.0,0.325,0.34210526315789475,0.778564290473018,0.2508546312876448
ZOOKEEPER,8,42.11,11.46,10.73,Naive Bayes,Undersampling,No selection,5.0,3.0,313.0,33.0,0.625,0.13157894736842105,0.8024233844103931,0.18703750956876777
ZOOKEEPER,8,42.11,11.46,10.73,Naive Bayes,Undersampling,Best First,12.0,22.0,294.0,26.0,0.35294117647058826,0.3157894736842105,0.7719437041972018,0.25812085225288184
ZOOKEEPER,8,42.11,11.46,10.73,Naive Bayes,Smote,No selection,4.0,3.0,313.0,34.0,0.5714285714285714,0.10526315789473684,0.821410726182545,0.14937004805818918
ZOOKEEPER,8,42.11,11.46,10.73,Naive Bayes,Smote,Best First,10.0,20.0,296.0,28.0,0.3333333333333333,0.2631578947368421,0.7752331778814124,0.22026431718061706
ZOOKEEPER,8,42.11,11.46,10.73,IBk,No sampling,No selection,19.0,25.0,291.0,19.0,0.4318181818181818,0.5,0.7112341772151899,0.39355240616726395
ZOOKEEPER,8,42.11,11.46,10.73,IBk,No sampling,Best First,3.0,12.0,304.0,35.0,0.2,0.07894736842105263,0.6880413057961359,0.05583929179434776
ZOOKEEPER,8,42.11,11.46,10.73,IBk,Oversampling,No selection,21.0,42.0,274.0,17.0,0.3333333333333333,0.5526315789473685,0.6736342438374417,0.3255183104049605
ZOOKEEPER,8,42.11,11.46,10.73,IBk,Oversampling,Best First,9.0,44.0,272.0,29.0,0.16981132075471697,0.23684210526315788,0.681545636242505,0.08316185340239823
ZOOKEEPER,8,42.11,11.46,10.73,IBk,Undersampling,No selection,27.0,90.0,226.0,11.0,0.23076923076923078,0.7105263157894737,0.7128580946035976,0.2223672191047894
ZOOKEEPER,8,42.11,11.46,10.73,IBk,Undersampling,Best First,15.0,85.0,231.0,23.0,0.15,0.39473684210526316,0.6066372418387741,0.07320857170561436
ZOOKEEPER,8,42.11,11.46,10.73,IBk,Smote,No selection,19.0,26.0,290.0,19.0,0.4222222222222222,0.5,0.7096518987341772,0.38641090825052016
ZOOKEEPER,8,42.11,11.46,10.73,IBk,Smote,Best First,4.0,13.0,303.0,34.0,0.23529411764705882,0.10526315789473684,0.6872918054630246,0.08471779073605396
ZOOKEEPER,9,47.37,11.36,9.11,Random Forest,No sampling,No selection,17.0,14.0,495.0,34.0,0.5483870967741935,0.3333333333333333,0.7154744019415231,0.37134571308293185
ZOOKEEPER,9,47.37,11.36,9.11,Random Forest,No sampling,Best First,14.0,19.0,490.0,37.0,0.42424242424242425,0.27450980392156865,0.748738395161601,0.28195264917342133
ZOOKEEPER,9,47.37,11.36,9.11,Random Forest,Oversampling,No selection,24.0,37.0,472.0,27.0,0.39344262295081966,0.47058823529411764,0.673215455140799,0.36564126163757993
ZOOKEEPER,9,47.37,11.36,9.11,Random Forest,Oversampling,Best First,24.0,70.0,439.0,27.0,0.2553191489361702,0.47058823529411764,0.73176932855657,0.24146791040607693
ZOOKEEPER,9,47.37,11.36,9.11,Random Forest,Undersampling,No selection,38.0,110.0,399.0,13.0,0.25675675675675674,0.7450980392156863,0.8111637582341384,0.2850618616623765
ZOOKEEPER,9,47.37,11.36,9.11,Random Forest,Undersampling,Best First,35.0,131.0,378.0,16.0,0.21084337349397592,0.6862745098039216,0.8108555799530028,0.21291161509924683
ZOOKEEPER,9,47.37,11.36,9.11,Random Forest,Smote,No selection,19.0,15.0,494.0,32.0,0.5588235294117647,0.37254901960784315,0.7106205940136369,0.40360735973896444
ZOOKEEPER,9,47.37,11.36,9.11,Random Forest,Smote,Best First,13.0,20.0,489.0,38.0,0.3939393939393939,0.2549019607843137,0.7558842790554335,0.25630810092961503
ZOOKEEPER,9,47.37,11.36,9.11,Naive Bayes,No sampling,No selection,12.0,16.0,493.0,39.0,0.42857142857142855,0.23529411764705882,0.6584036365037174,0.25575101488498003
ZOOKEEPER,9,47.37,11.36,9.11,Naive Bayes,No sampling,Best First,19.0,17.0,492.0,32.0,0.5277777777777778,0.37254901960784315,0.7247390115181632,0.39087195879950254
ZOOKEEPER,9,47.37,11.36,9.11,Naive Bayes,Oversampling,No selection,17.0,17.0,492.0,34.0,0.5,0.3333333333333333,0.6927847759929119,0.35285053929121696
ZOOKEEPER,9,47.37,11.36,9.11,Naive Bayes,Oversampling,Best First,22.0,31.0,478.0,29.0,0.41509433962264153,0.43137254901960786,0.7252975846527216,0.36404587954726136
ZOOKEEPER,9,47.37,11.36,9.11,Naive Bayes,Undersampling,No selection,16.0,17.0,492.0,35.0,0.48484848484848486,0.3137254901960784,0.7358912130667591,0.33324174566103393
ZOOKEEPER,9,47.37,11.36,9.11,Naive Bayes,Undersampling,Best First,22.0,31.0,478.0,29.0,0.41509433962264153,0.43137254901960786,0.7299973034400401,0.36404587954726136
ZOOKEEPER,9,47.37,11.36,9.11,Naive Bayes,Smote,No selection,17.0,19.0,490.0,34.0,0.4722222222222222,0.3333333333333333,0.6736199391347895,0.3411472207423193
ZOOKEEPER,9,47.37,11.36,9.11,Naive Bayes,Smote,Best First,22.0,24.0,485.0,29.0,0.4782608695652174,0.43137254901960786,0.7207326938634,0.40195051180785035
ZOOKEEPER,9,47.37,11.36,9.11,IBk,No sampling,No selection,18.0,16.0,493.0,33.0,0.5294117647058824,0.35294117647058826,0.6607534958973766,0.3782289495150907
ZOOKEEPER,9,47.37,11.36,9.11,IBk,No sampling,Best First,11.0,13.0,496.0,40.0,0.4583333333333333,0.21568627450980393,0.69097422859124,0.2495954692556632
ZOOKEEPER,9,47.37,11.36,9.11,IBk,Oversampling,No selection,19.0,25.0,484.0,32.0,0.4318181818181818,0.37254901960784315,0.713028236835009,0.344719986861554
ZOOKEEPER,9,47.37,11.36,9.11,IBk,Oversampling,Best First,23.0,68.0,441.0,28.0,0.25274725274725274,0.45098039215686275,0.7025501752763974,0.23460235200318932
ZOOKEEPER,9,47.37,11.36,9.11,IBk,Undersampling,No selection,34.0,179.0,330.0,17.0,0.1596244131455399,0.6666666666666666,0.6571709233791748,0.12967632459520753
ZOOKEEPER,9,47.37,11.36,9.11,IBk,Undersampling,Best First,35.0,121.0,388.0,16.0,0.22435897435897437,0.6862745098039216,0.7382603336029894,0.2328613710903126
ZOOKEEPER,9,47.37,11.36,9.11,IBk,Smote,No selection,19.0,16.0,493.0,32.0,0.5428571428571428,0.37254901960784315,0.6705574174660041,0.39717425431711134
ZOOKEEPER,9,47.37,11.36,9.11,IBk,Smote,Best First,12.0,18.0,491.0,39.0,0.4,0.23529411764705882,0.6888362417658616,0.24539007092198586
ZOOKEEPER,10,52.63,10.93,10.92,Random Forest,No sampling,No selection,40.0,11.0,495.0,22.0,0.7843137254901961,0.6451612903225806,0.9075130689787071,0.676045627376426
ZOOKEEPER,10,52.63,10.93,10.92,Random Forest,No sampling,Best First,11.0,20.0,486.0,51.0,0.3548387096774194,0.1774193548387097,0.7425570572485019,0.17664352797060015
ZOOKEEPER,10,52.63,10.93,10.92,Random Forest,Oversampling,No selection,48.0,38.0,468.0,14.0,0.5581395348837209,0.7741935483870968,0.8978547749585618,0.5976021798365124
ZOOKEEPER,10,52.63,10.93,10.92,Random Forest,Oversampling,Best First,32.0,105.0,401.0,30.0,0.23357664233576642,0.5161290322580645,0.7416486038505674,0.2016159260339012
ZOOKEEPER,10,52.63,10.93,10.92,Random Forest,Undersampling,No selection,55.0,110.0,396.0,7.0,0.3333333333333333,0.8870967741935484,0.8885311742955502,0.3873667908108707
ZOOKEEPER,10,52.63,10.93,10.92,Random Forest,Undersampling,Best First,42.0,166.0,340.0,20.0,0.20192307692307693,0.6774193548387096,0.7034616855794976,0.1718299260002509
ZOOKEEPER,10,52.63,10.93,10.92,Random Forest,Smote,No selection,40.0,15.0,491.0,22.0,0.7272727272727273,0.6451612903225806,0.9065408644651282,0.6475954121671476
ZOOKEEPER,10,52.63,10.93,10.92,Random Forest,Smote,Best First,11.0,24.0,482.0,51.0,0.3142857142857143,0.1774193548387097,0.7289302562794849,0.16069036173063295
ZOOKEEPER,10,52.63,10.93,10.92,Naive Bayes,No sampling,No selection,8.0,2.0,504.0,54.0,0.8,0.12903225806451613,0.7469240086701517,0.19790195682872708
ZOOKEEPER,10,52.63,10.93,10.92,Naive Bayes,No sampling,Best First,14.0,15.0,491.0,48.0,0.4827586206896552,0.22580645161290322,0.7219813846742318,0.25592614156200616
ZOOKEEPER,10,52.63,10.93,10.92,Naive Bayes,Oversampling,No selection,13.0,5.0,501.0,49.0,0.7222222222222222,0.20967741935483872,0.8465032513068979,0.2901314571375674
ZOOKEEPER,10,52.63,10.93,10.92,Naive Bayes,Oversampling,Best First,19.0,28.0,478.0,43.0,0.40425531914893614,0.3064516129032258,0.7121637128649752,0.28093573924827037
ZOOKEEPER,10,52.63,10.93,10.92,Naive Bayes,Undersampling,No selection,14.0,9.0,497.0,48.0,0.6086956521739131,0.22580645161290322,0.7886491138594925,0.28731179008540986
ZOOKEEPER,10,52.63,10.93,10.92,Naive Bayes,Undersampling,Best First,19.0,29.0,477.0,43.0,0.3958333333333333,0.3064516129032258,0.7116377661609078,0.2765355222190768
ZOOKEEPER,10,52.63,10.93,10.92,Naive Bayes,Smote,No selection,10.0,2.0,504.0,52.0,0.8333333333333334,0.16129032258064516,0.7579848272344766,0.24348855564325217
ZOOKEEPER,10,52.63,10.93,10.92,Naive Bayes,Smote,Best First,14.0,19.0,487.0,48.0,0.42424242424242425,0.22580645161290322,0.7263961494326151,0.23686532445656552
ZOOKEEPER,10,52.63,10.93,10.92,IBk,No sampling,No selection,49.0,9.0,497.0,13.0,0.8448275862068966,0.7903225806451613,0.8789844447277827,0.7950400209946203
ZOOKEEPER,10,52.63,10.93,10.92,IBk,No sampling,Best First,10.0,18.0,488.0,52.0,0.35714285714285715,0.16129032258064516,0.7521675379319138,0.16554734721289516
ZOOKEEPER,10,52.63,10.93,10.92,IBk,Oversampling,No selection,50.0,23.0,483.0,12.0,0.684931506849315,0.8064516129032258,0.8795900803264057,0.7060389187910334
ZOOKEEPER,10,52.63,10.93,10.92,IBk,Oversampling,Best First,32.0,99.0,407.0,30.0,0.24427480916030533,0.5161290322580645,0.75,0.21533518954808317
ZOOKEEPER,10,52.63,10.93,10.92,IBk,Undersampling,No selection,56.0,147.0,359.0,6.0,0.27586206896551724,0.9032258064516129,0.806355986229759,0.30669815234387465
ZOOKEEPER,10,52.63,10.93,10.92,IBk,Undersampling,Best First,38.0,146.0,360.0,24.0,0.20652173913043478,0.6129032258064516,0.684400102001785,0.1740796496510194
ZOOKEEPER,10,52.63,10.93,10.92,IBk,Smote,No selection,49.0,9.0,497.0,13.0,0.8448275862068966,0.7903225806451613,0.8789844447277827,0.7950400209946203
ZOOKEEPER,10,52.63,10.93,10.92,IBk,Smote,Best First,10.0,19.0,487.0,52.0,0.3448275862068966,0.16129032258064516,0.7520878490373581,0.16144057223654676
ZOOKEEPER,11,57.89,10.93,19.49,Random Forest,No sampling,No selection,34.0,7.0,307.0,42.0,0.8292682926829268,0.4473684210526316,0.9350067046597386,0.5149499974618001
ZOOKEEPER,11,57.89,10.93,19.49,Random Forest,No sampling,Best First,35.0,28.0,286.0,41.0,0.5555555555555556,0.4605263157894737,0.8329911163258464,0.39709638392257013
ZOOKEEPER,11,57.89,10.93,19.49,Random Forest,Oversampling,No selection,58.0,28.0,286.0,18.0,0.6744186046511628,0.7631578947368421,0.9335400603419376,0.6419733375908038
ZOOKEEPER,11,57.89,10.93,19.49,Random Forest,Oversampling,Best First,45.0,58.0,256.0,31.0,0.4368932038834951,0.5921052631578947,0.8108238350653705,0.3590501163348968
ZOOKEEPER,11,57.89,10.93,19.49,Random Forest,Undersampling,No selection,68.0,84.0,230.0,8.0,0.4473684210526316,0.8947368421052632,0.8806989607777406,0.45484380697702675
ZOOKEEPER,11,57.89,10.93,19.49,Random Forest,Undersampling,Best First,61.0,91.0,223.0,15.0,0.40131578947368424,0.8026315789473685,0.8378310425745893,0.37188525586483523
ZOOKEEPER,11,57.89,10.93,19.49,Random Forest,Smote,No selection,39.0,7.0,307.0,37.0,0.8478260869565217,0.5131578947368421,0.9408523298692592,0.5772149403764658
ZOOKEEPER,11,57.89,10.93,19.49,Random Forest,Smote,Best First,35.0,28.0,286.0,41.0,0.5555555555555556,0.4605263157894737,0.8350444183707677,0.39709638392257013
ZOOKEEPER,11,57.89,10.93,19.49,Naive Bayes,No sampling,No selection,50.0,22.0,292.0,26.0,0.6944444444444444,0.6578947368421053,0.8972091853838418,0.5997947665469471
ZOOKEEPER,11,57.89,10.93,19.49,Naive Bayes,No sampling,Best First,49.0,28.0,286.0,27.0,0.6363636363636364,0.6447368421052632,0.8863769694937982,0.5528082391694115
ZOOKEEPER,11,57.89,10.93,19.49,Naive Bayes,Oversampling,No selection,55.0,32.0,282.0,21.0,0.632183908045977,0.7236842105263158,0.9065119007710358,0.5894410678107498
ZOOKEEPER,11,57.89,10.93,19.49,Naive Bayes,Oversampling,Best First,63.0,68.0,246.0,13.0,0.48091603053435117,0.8289473684210527,0.888178846798525,0.48058140682034917
ZOOKEEPER,11,57.89,10.93,19.49,Naive Bayes,Undersampling,No selection,58.0,33.0,281.0,18.0,0.6373626373626373,0.7631578947368421,0.8794418370767684,0.6122655854029398
ZOOKEEPER,11,57.89,10.93,19.49,Naive Bayes,Undersampling,Best First,63.0,49.0,265.0,13.0,0.5625,0.8289473684210527,0.8903997653369091,0.5704845814977975
ZOOKEEPER,11,57.89,10.93,19.49,Naive Bayes,Smote,No selection,56.0,30.0,284.0,20.0,0.6511627906976745,0.7368421052631579,0.9034109956419711,0.6108405843378303
ZOOKEEPER,11,57.89,10.93,19.49,Naive Bayes,Smote,Best First,56.0,38.0,276.0,20.0,0.5957446808510638,0.7368421052631579,0.8892474019443514,0.5651003614550487
ZOOKEEPER,11,57.89,10.93,19.49,IBk,No sampling,No selection,41.0,18.0,296.0,35.0,0.6949152542372882,0.5394736842105263,0.7450762655045257,0.5268073806144409
ZOOKEEPER,11,57.89,10.93,19.49,IBk,No sampling,Best First,34.0,26.0,288.0,42.0,0.5666666666666667,0.4473684210526316,0.7950678846798525,0.3961748633879779
ZOOKEEPER,11,57.89,10.93,19.49,IBk,Oversampling,No selection,45.0,24.0,290.0,31.0,0.6521739130434783,0.5921052631578947,0.7589046262152196,0.5343233033737135
ZOOKEEPER,11,57.89,10.93,19.49,IBk,Oversampling,Best First,43.0,59.0,255.0,33.0,0.4215686274509804,0.5657894736842105,0.7973726114649682,0.3345203650122411
ZOOKEEPER,11,57.89,10.93,19.49,IBk,Undersampling,No selection,53.0,116.0,198.0,23.0,0.3136094674556213,0.6973684210526315,0.6639708347301374,0.22404168217342774
ZOOKEEPER,11,57.89,10.93,19.49,IBk,Undersampling,Best First,56.0,86.0,228.0,20.0,0.39436619718309857,0.7368421052631579,0.7554265839758633,0.3483195661769342
ZOOKEEPER,11,57.89,10.93,19.49,IBk,Smote,No selection,41.0,20.0,294.0,35.0,0.6721311475409836,0.5394736842105263,0.7418496480053637,0.5142443045427781
ZOOKEEPER,11,57.89,10.93,19.49,IBk,Smote,Best First,34.0,27.0,287.0,42.0,0.5573770491803278,0.4473684210526316,0.7952774052966812,0.3905974002445763
ZOOKEEPER,12,63.16,11.78,10.74,Random Forest,No sampling,No selection,36.0,26.0,323.0,6.0,0.5806451612903226,0.8571428571428571,0.9635011597762314,0.6471119133574009
ZOOKEEPER,12,63.16,11.78,10.74,Random Forest,No sampling,Best First,15.0,15.0,334.0,27.0,0.5,0.35714285714285715,0.7509209987720017,0.3593164794007494
ZOOKEEPER,12,63.16,11.78,10.74,Random Forest,Oversampling,No selection,41.0,46.0,303.0,1.0,0.47126436781609193,0.9761904761904762,0.9501296220493928,0.573925946534975
ZOOKEEPER,12,63.16,11.78,10.74,Random Forest,Oversampling,Best First,23.0,73.0,276.0,19.0,0.23958333333333334,0.5476190476190477,0.7427684540865057,0.2161938379744627
ZOOKEEPER,12,63.16,11.78,10.74,Random Forest,Undersampling,No selection,42.0,83.0,266.0,0.0,0.336,1.0,0.9489698458179834,0.40775954888041327
ZOOKEEPER,12,63.16,11.78,10.74,Random Forest,Undersampling,Best First,31.0,85.0,264.0,11.0,0.2672413793103448,0.7380952380952381,0.7993928230317915,0.278625514086943
ZOOKEEPER,12,63.16,11.78,10.74,Random Forest,Smote,No selection,34.0,25.0,324.0,8.0,0.576271186440678,0.8095238095238095,0.9459339609769409,0.6263790357608222
ZOOKEEPER,12,63.16,11.78,10.74,Random Forest,Smote,Best First,15.0,18.0,331.0,27.0,0.45454545454545453,0.35714285714285715,0.7625528721517261,0.3373630098293981
ZOOKEEPER,12,63.16,11.78,10.74,Naive Bayes,No sampling,No selection,8.0,4.0,345.0,34.0,0.6666666666666666,0.19047619047619047,0.9404079683449311,0.2610166119566296
ZOOKEEPER,12,63.16,11.78,10.74,Naive Bayes,No sampling,Best First,12.0,8.0,341.0,30.0,0.6,0.2857142857142857,0.8002797107381635,0.3414590905061609
ZOOKEEPER,12,63.16,11.78,10.74,Naive Bayes,Oversampling,No selection,10.0,7.0,342.0,32.0,0.5882352941176471,0.23809523809523808,0.9485605130304271,0.29536527886881353
ZOOKEEPER,12,63.16,11.78,10.74,Naive Bayes,Oversampling,Best First,15.0,13.0,336.0,27.0,0.5357142857142857,0.35714285714285715,0.8022581525446855,0.37485010792229606
ZOOKEEPER,12,63.16,11.78,10.74,Naive Bayes,Undersampling,No selection,8.0,5.0,344.0,34.0,0.6153846153846154,0.19047619047619047,0.9121981170691772,0.2529760446774109
ZOOKEEPER,12,63.16,11.78,10.74,Naive Bayes,Undersampling,Best First,15.0,12.0,337.0,27.0,0.5555555555555556,0.35714285714285715,0.8171646882248601,0.38290639796042214
ZOOKEEPER,12,63.16,11.78,10.74,Naive Bayes,Smote,No selection,9.0,4.0,345.0,33.0,0.6923076923076923,0.21428571428571427,0.9457975167144221,0.2912849654631854
ZOOKEEPER,12,63.16,11.78,10.74,Naive Bayes,Smote,Best First,14.0,10.0,339.0,28.0,0.5833333333333334,0.3333333333333333,0.8004161550006822,0.37545187053383755
ZOOKEEPER,12,63.16,11.78,10.74,IBk,No sampling,No selection,41.0,37.0,312.0,1.0,0.5256410256410257,0.9761904761904762,0.9350866421066995,0.6319361870788743
ZOOKEEPER,12,63.16,11.78,10.74,IBk,No sampling,Best First,12.0,14.0,335.0,30.0,0.46153846153846156,0.2857142857142857,0.7487037795060718,0.295033601049008
ZOOKEEPER,12,63.16,11.78,10.74,IBk,Oversampling,No selection,41.0,44.0,305.0,1.0,0.4823529411764706,0.9761904761904762,0.9344385318597352,0.5861655337864855
ZOOKEEPER,12,63.16,11.78,10.74,IBk,Oversampling,Best First,23.0,70.0,279.0,19.0,0.24731182795698925,0.5476190476190477,0.7528312184472643,0.22622462366308654
ZOOKEEPER,12,63.16,11.78,10.74,IBk,Undersampling,No selection,42.0,77.0,272.0,0.0,0.35294117647058826,1.0,0.8896848137535817,0.4314606741573035
ZOOKEEPER,12,63.16,11.78,10.74,IBk,Undersampling,Best First,30.0,76.0,273.0,12.0,0.2830188679245283,0.7142857142857143,0.7499658889343703,0.29727963401682866
ZOOKEEPER,12,63.16,11.78,10.74,IBk,Smote,No selection,41.0,37.0,312.0,1.0,0.5256410256410257,0.9761904761904762,0.9350866421066995,0.6319361870788743
ZOOKEEPER,12,63.16,11.78,10.74,IBk,Smote,Best First,12.0,16.0,333.0,30.0,0.42857142857142855,0.2857142857142857,0.7506139991813344,0.2810776241106402
ZOOKEEPER,13,68.42,11.69,13.01,Random Forest,No sampling,No selection,40.0,4.0,337.0,11.0,0.9090909090909091,0.7843137254901961,0.9430165027887988,0.8204689789936495
ZOOKEEPER,13,68.42,11.69,13.01,Random Forest,No sampling,Best First,24.0,9.0,332.0,27.0,0.7272727272727273,0.47058823529411764,0.9061008567649934,0.5226304038968947
ZOOKEEPER,13,68.42,11.69,13.01,Random Forest,Oversampling,No selection,43.0,17.0,324.0,8.0,0.7166666666666667,0.8431372549019608,0.9247024322925651,0.7379118528027384
ZOOKEEPER,13,68.42,11.69,13.01,Random Forest,Oversampling,Best First,38.0,47.0,294.0,13.0,0.4470588235294118,0.7450980392156863,0.8929618768328446,0.47314188432417914
ZOOKEEPER,13,68.42,11.69,13.01,Random Forest,Undersampling,No selection,48.0,71.0,270.0,3.0,0.40336134453781514,0.9411764705882353,0.9409464665631648,0.46776265091189306
ZOOKEEPER,13,68.42,11.69,13.01,Random Forest,Undersampling,Best First,46.0,86.0,255.0,5.0,0.3484848484848485,0.9019607843137255,0.8847679834397102,0.3878363536518398
ZOOKEEPER,13,68.42,11.69,13.01,Random Forest,Smote,No selection,41.0,5.0,336.0,10.0,0.8913043478260869,0.803921568627451,0.9474440802714047,0.8235929437177489
ZOOKEEPER,13,68.42,11.69,13.01,Random Forest,Smote,Best First,25.0,9.0,332.0,26.0,0.7352941176470589,0.49019607843137253,0.9089184060721063,0.5403993032292643
ZOOKEEPER,13,68.42,11.69,13.01,Naive Bayes,No sampling,No selection,10.0,2.0,339.0,41.0,0.8333333333333334,0.19607843137254902,0.9277787361278822,0.28186775732788
ZOOKEEPER,13,68.42,11.69,13.01,Naive Bayes,No sampling,Best First,16.0,6.0,335.0,35.0,0.7272727272727273,0.3137254901960784,0.8244206773618539,0.39056575155467943
ZOOKEEPER,13,68.42,11.69,13.01,Naive Bayes,Oversampling,No selection,17.0,6.0,335.0,34.0,0.7391304347826086,0.3333333333333333,0.9345063538611925,0.4118970819893482
ZOOKEEPER,13,68.42,11.69,13.01,Naive Bayes,Oversampling,Best First,17.0,14.0,327.0,34.0,0.5483870967741935,0.3333333333333333,0.8132942326490714,0.3507694431026152
ZOOKEEPER,13,68.42,11.69,13.01,Naive Bayes,Undersampling,No selection,16.0,5.0,336.0,35.0,0.7619047619047619,0.3137254901960784,0.9135759875797826,0.39881910896403655
ZOOKEEPER,13,68.42,11.69,13.01,Naive Bayes,Undersampling,Best First,17.0,14.0,327.0,34.0,0.5483870967741935,0.3333333333333333,0.8182680696912196,0.3507694431026152
ZOOKEEPER,13,68.42,11.69,13.01,Naive Bayes,Smote,No selection,12.0,4.0,337.0,39.0,0.75,0.23529411764705882,0.9285837502156288,0.3156869113348486
ZOOKEEPER,13,68.42,11.69,13.01,Naive Bayes,Smote,Best First,17.0,10.0,331.0,34.0,0.6296296296296297,0.3333333333333333,0.8216318785578748,0.3800589461577167
ZOOKEEPER,13,68.42,11.69,13.01,IBk,No sampling,No selection,40.0,5.0,336.0,11.0,0.8888888888888888,0.7843137254901961,0.8848254844459778,0.8101809817807637
ZOOKEEPER,13,68.42,11.69,13.01,IBk,No sampling,Best First,24.0,6.0,335.0,27.0,0.8,0.47058823529411764,0.8704214823759415,0.5491426181514013
